,교육청명,교육지원청명,유치원명,설립유형,대표자명,원장명,설립일,개원일,주소,전화번호,홈페이지,만3세학급수,만4세학급수,만5세학급수,혼합학급수,특수학급수,만3세유아수,만4세유아수,만5세유아수,혼합유아수,특수유아수,lat,lon
3957,광주광역시교육청,서부교육지원청,꿈드리유치원,사립(사인),이규식,이명희,20150301,20150301,광주광역시 남구 행암도동길 16,062-682-7772, ,0,1,2,2,0,0,22,48,44,0,35.0973646853358,126.87983155533
3958,광주광역시교육청,서부교육지원청,빛여울초등학교병설유치원,공립(병설),정병석,정병석,20190301,20190301,광주광역시 남구 효천중앙로 4,062-712-1020,http://bityeoul.gen.es.kr/,1,1,2,0,0,17,22,49,0,0,35.1032603171802,126.869174075701
3959,광주광역시교육청,서부교육지원청,레인보우유치원,사립(사인),박종주,김영희,20170123,20170301,광주광역시 광산구 장신로 306,062-531-6413, ,2,1,1,0,0,24,18,23,0,0,35.1911195439982,126.843413880043
3960,광주광역시교육청,서부교육지원청,월곡초등학교병설유치원,공립(병설),나옥주,나옥주,20110301,20110301,광주광역시 광산구 월곡산정로 107,062-958-3839, ,0,0,1,0,0,0,0,12,0,0,35.1667761187472,126.81498478181
3961,광주광역시교육청,서부교육지원청,홉스쿨유치원,사립(사인),최무욱,최민자,20040302,20040302,광주광역시 서구 금화로 41,062-383-2100, ,3,3,3,0,0,41,58,66,0,0,35.1322524216813,126.853467942077
3962,광주광역시교육청,서부교육지원청,후유치원,사립(사인),안신영,안신영,20160301,20160301,광주광역시 광산구 신가매결길 97,062-952-2626, ,2,1,1,0,0,15,13,22,0,0,35.1892702757938,126.8408856304
3963,광주광역시교육청,서부교육지원청,펀키즈유치원,사립(사인),정현옥,김영지,20140301,20140301,광주광역시 서구 금호운천길 58-10,623720067, ,2,1,1,1,0,33,12,23,17,0,35.1404399938032,126.857285294099
3964,광주광역시교육청,서부교육지원청,광주삼육유치원,사립(법인),정성원,황혜성,19870602,19870602,광주광역시 남구 서문대로817번길 3-4,062-651-1500,http://cafe.daum.net/samyukkindergarten,1,1,2,0,0,15,19,23,0,0,35.1318424927799,126.899028674193
3965,광주광역시교육청,서부교육지원청,미래클유치원,사립(사인),정은이,정은이,20120301,20120301,광주광역시 광산구 임방울대로 142-21,062-951-1239, ,2,1,2,0,0,34,22,32,0,0,35.174525029197,126.818285555691
3966,광주광역시교육청,서부교육지원청,신창초등학교병설유치원,공립(병설),남혜경,남혜경,20050302,20050302,광주광역시 광산구 신창로162번길 10,062-958-7196,http://www.g-sinchang.es.kr/,0,1,2,0,0,0,22,49,0,0,35.1981337022771,126.84072373004
3967,광주광역시교육청,서부교육지원청,애플유치원,사립(사인),정숙희,정숙희,20120301,20120301,광주광역시 광산구 장신로265번길 49,062-953-2191~2, ,2,3,2,0,0,38,59,50,0,0,35.1930165535188,126.839368994581
3968,광주광역시교육청,서부교육지원청,연세유치원,사립(사인),이귀자,이귀자,20120224,20120224,광주광역시 서구 금호만호길 55,062-376-5111, ,2,2,2,1,0,23,19,14,17,0,35.1330320784391,126.851230322201
3969,광주광역시교육청,서부교육지원청,염주초등학교병설유치원,공립(병설),정복이,정복이,19980309,19980309,광주광역시 서구 염화로134번길 28,062-380-1119, ,0,1,1,0,0,0,13,25,0,0,35.1410755246002,126.878788542703
3970,광주광역시교육청,서부교육지원청,푸른숲속유치원,사립(사인),이금숙,이금숙,19980302,19980302,광주광역시 광산구 월곡중앙로13번길 13,062-951-7251, ,1,1,1,0,0,10,15,18,0,0,35.1674055347362,126.810263483022
3971,광주광역시교육청,서부교육지원청,더선우유치원,사립(사인),최훈,김지언,20150301,20150301,광주광역시 광산구 선운로20번길 3,062-945-0029,http://thesunwoo.kidis.co.kr/,5,5,4,0,0,90,110,99,0,0,35.1485850195643,126.772001392532
3972,광주광역시교육청,서부교육지원청,비아초등학교병설유치원,공립(병설),이건옥,이건옥,19820310,19820310,광주광역시 광산구 비아동원촌길 19-20,062-958-9975,http://www.biaes.kr,0,0,0,1,0,0,0,0,20,0,35.2225617788653,126.825318553436
3973,광주광역시교육청,서부교육지원청,메이플유치원,사립(사인),정숙영,정숙영,20130219,20130304,광주광역시 광산구 목련로2번길 29-67,062-952-5550,http://cafe.daum.net/maple2013,1,2,2,2,0,15,49,50,44,0,35.1718488083749,126.799867976754
3974,광주광역시교육청,서부교육지원청,인스나인유치원,사립(사인),황선미,최윤선,20030517,20030517,광주광역시 광산구 송정외로 46,062-945-4322, ,3,3,2,0,0,57,66,60,0,0,35.1271611256608,126.796297366485
3975,광주광역시교육청,서부교육지원청,마지초등학교병설유치원,공립(병설),유혜경,유혜경,20010326,20010326,광주광역시 광산구 목련로219번길 104,062-958-7480,http://k-maji.es.kr/community/class13001,0,0,0,1,0,0,0,0,22,0,35.1762197008635,126.824046494802
3976,광주광역시교육청,서부교육지원청,광주효덕초등학교병설유치원,공립(병설),김해숙,김해숙,20020315,20020315,광주광역시 남구 화산로 7,062-650-1191, ,0,0,0,1,0,0,0,0,20,0,35.1133861643676,126.897971173933
3977,광주광역시교육청,서부교육지원청,키즈웰유치원,사립(사인),이숙희,이숙희,20151201,20160301,광주광역시 광산구 목련로381번길 39,062-951-2525, ,2,1,1,1,0,28,18,25,17,0,35.1823527252553,126.830380622971
3978,광주광역시교육청,서부교육지원청,그랜드유치원,사립(사인),염창열,이현미,20120301,20120301,광주광역시 광산구 왕버들로 93,062-959-1107, ,4,3,2,0,0,70,73,50,0,0,35.2032006388795,126.820663554224
3979,광주광역시교육청,서부교육지원청,송정동초등학교병설유치원,공립(병설),김영희,김영희,19840308,19840308,광주광역시 광산구 사암로27번길 58,062-949-2880,http://www.songjeong-d.es.kr,0,1,1,0,0,0,9,24,0,0,35.1458893281603,126.804890723236
3980,광주광역시교육청,서부교육지원청,효천다솜유치원,공립(단설),박숙희,박숙희,20150101,20150304,광주광역시 남구 효우2로 5,062-719-7700,http://hcdasom.gen.kg.kr ,4,4,4,0,2,70,86,95,0,6,35.1015108263768,126.89202909865
3981,광주광역시교육청,서부교육지원청,삼성유치원,사립(사인),박현철,신정민,19970201,19970201,광주광역시 광산구 임방울대로 142-12,062-956-0123, ,3,2,2,0,0,50,41,41,0,0,35.1720066330035,126.81948647995
3982,광주광역시교육청,서부교육지원청,새그린유치원,사립(사인),김정애,김정애,19900302,19900302,광주광역시 남구 봉선1로16번안길 18,062-671-5556, ,0,0,2,2,0,0,0,50,55,0,35.1273082906953,126.908950823
3983,광주광역시교육청,서부교육지원청,반야유치원,사립(사인),김수미,김수미,19930301,19930317,광주광역시 남구 광복마을7길 17,062-671-4571, ,1,1,1,0,0,12,10,12,0,0,35.1273910766262,126.894546010125
3984,광주광역시교육청,서부교육지원청,치평초등학교병설유치원,공립(병설),정남석,정남석,20010316,20010316,광주광역시 서구 상무평화로 43,062-370-5885,http://www.chipyung.es.kr,0,0,0,1,0,0,0,0,3,0,35.1491172743127,126.843603576437
3985,광주광역시교육청,서부교육지원청,월산성모유치원,사립(법인),김희중,한명숙,19710315,19710315,광주광역시 남구 중앙로24번길 13,062-366-2004, ,1,1,1,0,0,7,14,17,0,0,35.1430296594104,126.901542922666
3986,광주광역시교육청,서부교육지원청,대촌중앙초등학교병설유치원,공립(병설),구영철,구영철,19830301,19830301,광주광역시 남구 고싸움로152번길 1,062-380-7177, ,0,0,0,1,0,0,0,0,9,0,35.0825529911794,126.833183720725
3987,광주광역시교육청,서부교육지원청,신암초등학교병설유치원,공립(병설),배명희,배명희,20010326,20010326,광주광역시 서구 풍암2로 56,062-650-0610,http://WWW.sinarm.es.kr,0,0,1,0,0,0,0,13,0,0,35.1229519532132,126.880927376266
3988,광주광역시교육청,서부교육지원청,금부초등학교병설유치원,공립(병설),박영,박영,19990120,19990120,광주광역시 서구 금화로115번길 22,062-410-1715, ,0,0,1,1,0,0,0,15,8,0,35.1353081355805,126.86136303657
3989,광주광역시교육청,서부교육지원청,대반초등학교병설유치원,공립(병설),김혜련,김혜련,20030311,20030311,광주광역시 광산구 사암로340번길 19,062-958-6882, ,0,0,1,0,0,0,0,12,0,0,35.1758391519355,126.808822369562
3990,광주광역시교육청,서부교육지원청,다온유치원,사립(사인),정경화,정경화,20091017,20091017,광주광역시 남구 용대로 128,062-651-0579, ,1,1,1,0,0,9,23,21,0,0,35.1277899949509,126.919275583118
3991,광주광역시교육청,서부교육지원청,신가초등학교병설유치원,공립(병설),김정희,김정희,19980310,19980310,광주광역시 광산구 신가로40번길 21,062-960-5190, ,0,0,0,1,0,0,0,0,5,0,35.1834343347697,126.827877281013
3992,광주광역시교육청,서부교육지원청,금호초등학교병설유치원,공립(병설),조명철,조명철,20080301,20080301,광주광역시 서구 금부로95번길 26-11,062-370-7116,http://k-kumho.gen.es.kr,0,0,0,1,0,0,0,0,5,0,35.1427241527642,126.859227988093
3993,광주광역시교육청,서부교육지원청,문정누리유치원,사립(사인),이정순,박윤선,20140301,20140301,광주광역시 서구 백석길 22-2,062-372-7002, ,0,2,2,1,0,0,38,47,22,0,35.1424303321675,126.851396259282
3994,광주광역시교육청,서부교육지원청,조하유치원,사립(사인),김병수,강진숙,20030218,20030304,광주광역시 남구 화산로 43,062-671-2929, ,2,1,2,1,0,40,25,50,30,0,35.1127384310752,126.901443571577
3995,광주광역시교육청,서부교육지원청,하남중앙유치원,사립(사인),김명선,김명선,20050311,20050311,광주광역시 광산구 산정로18번길 7-6,062-956-9950, ,0,1,1,1,0,0,17,20,11,0,35.1684152275479,126.804086665713
3996,광주광역시교육청,서부교육지원청,광주광천초등학교병설유치원,공립(병설),문승원,문승원 ,19960301,19960301,광주광역시 서구 월산로 266,062-360-6717,http://gwangcheon.gen.es.kr/,1,2,1,0,1,14,27,22,0,5,35.1596595133627,126.888857395614
3997,광주광역시교육청,서부교육지원청,수완초등학교병설유치원,공립(병설),황창녕,황창녕,20090303,20090303,광주광역시 광산구 장덕로 143,062-960-9089,http://www.suwan.es.kr/,0,1,2,0,0,0,22,46,0,0,35.1979020837656,126.824507502736
3998,광주광역시교육청,서부교육지원청,광주백운초등학교병설유치원,공립(병설),이금란,이금란,19950315,19950315,광주광역시 남구 독립로 51,062-670-9171,http://www.baekun.gen.es.kr,1,1,1,0,0,11,21,17,0,0,35.1381742283165,126.899924246836
3999,광주광역시교육청,서부교육지원청,유덕초등학교병설유치원,공립(병설),이혜경,이혜경,20000313,20000313,광주광역시 서구 상무버들로16번길 6-10,062-380-6576,http://www.yudeok.es.kr/page.php?id=81,0,0,1,0,0,0,0,13,0,0,35.1650810068956,126.862825516658
4000,광주광역시교육청,서부교육지원청,장산초등학교병설유치원,공립(병설),김혜란,김혜란,19980301,19980301,광주광역시 남구 회서로 27,062-650-2358,http://k-jangsan.gen.es.kr,0,0,0,1,0,0,0,0,17,0,35.1305265383239,126.894831622714
4001,광주광역시교육청,서부교육지원청,금당초등학교병설유치원,공립(병설),배순오,배순오,20000320,20000320,광주광역시 서구 풍암중앙로 83,062-670-6290,http://geumdang.es.kr,0,0,0,1,0,0,0,0,21,0,35.1269990912502,126.882976518741
4002,광주광역시교육청,서부교육지원청,산정초등학교병설유치원,공립(병설),이효례,이효례,20090303,20090303,광주광역시 광산구 목련로22번길 11,062-960-3591,http://www.sanjeong.es.kr,0,1,1,0,0,0,22,24,0,0,35.1722060993979,126.801013026494
4003,광주광역시교육청,서부교육지원청,꽃마리유치원,사립(사인),김미애,김은숙,20110301,20110301,광주광역시 광산구 풍영로199번길 25,062-956-1111, ,3,2,2,0,0,55,48,49,0,0,35.1888005745024,126.812708761314
4004,광주광역시교육청,서부교육지원청,선우유치원,사립(사인),남기숙,남기숙 ,20070301,20070301,광주광역시 광산구 첨단과기로 79-15,062-972-0037,http://sunwoo.kidswon.com/,0,3,3,6,0,0,75,84,150,0,35.2238491993975,126.833917273075
4005,광주광역시교육청,서부교육지원청,아일다유치원,사립(사인),정정례,정정례,20120301,20120301,광주광역시 광산구 첨단과기로 59-14,062-971-2333, ,0,2,2,4,0,0,50,52,93,0,35.2232584138604,126.832513264917
4006,광주광역시교육청,서부교육지원청,해밀유치원,사립(사인),김미숙,김미숙,20131101,20140301,광주광역시 광산구 목련로2번길 37,062-952-3830, ,0,0,3,6,0,0,0,74,122,0,35.1713969833259,126.79857772162
4007,광주광역시교육청,서부교육지원청,삼도초등학교병설유치원,공립(병설),김숙자,김숙자,19991231,19991231,광주광역시 광산구 용진로 9,062-949-1500,http://www.samdo.es.kr,0,0,0,1,0,0,0,0,7,0,35.1643748005745,126.700855861965
4008,광주광역시교육청,서부교육지원청,광주양동초등학교병설유치원,공립(병설),최규남,최규남,19850311,19850311,광주광역시 서구 경열로121번길 5,062-606-5771,http://k-yangdong.es.kr/myclass/?addr=k_s,0,0,0,1,0,0,0,0,7,0,35.154428715435,126.898910782195
4009,광주광역시교육청,서부교육지원청,요술나라유치원,사립(사인),서영만,강선자,19970627,19970627,광주광역시 광산구 하남대로 248-13,062-955-6030, ,0,0,1,1,0,0,0,20,18,0,35.1779161160566,126.820770261958
4010,광주광역시교육청,서부교육지원청,선운숲유치원,사립(사인),송승희,송승희,20140301,20140301,광주광역시 광산구 어등대로534번길 51-2,062-946-0031, ,1,1,2,1,0,18,18,45,19,0,35.1475105080846,126.780743004767
4011,광주광역시교육청,서부교육지원청,아이미소유치원,사립(사인),이민숙,이민숙,20090814,20090814,광주광역시 서구 마재로 19,062-681-1777, ,1,1,1,0,0,7,10,12,0,0,35.1303953914143,126.861479983745
4012,광주광역시교육청,서부교육지원청,신미라유치원,사립(사인),박선재,박숙,19950302,19950302,광주광역시 광산구 여대길 228,062-956-2345,http://sinmira.com,3,7,6,0,0,60,175,168,0,0,35.1662520187853,126.798727176168
4013,광주광역시교육청,서부교육지원청,첨단초등학교병설유치원,공립(병설),이향숙,이향숙,20030301,20030301,광주광역시 광산구 임방울대로 727-20,062-970-3870,http://cheomdan.es.kr,1,1,1,0,0,16,12,19,0,0,35.2198640470188,126.83789437626
4014,광주광역시교육청,서부교육지원청,풍영초등학교병설유치원,공립(병설),이숙영,이숙영,20030302,20030302,광주광역시 광산구 수등로258번길 53,062-958-8879, ,0,1,1,0,0,0,14,24,0,0,35.1834655294506,126.840456911816
4015,광주광역시교육청,서부교육지원청,까리따스유치원,사립(법인),재단법인천주교까리따스수녀회유지재단이사장,박찬주,19860227,19860301,광주광역시 남구 입하2안길 20-22,062-672-7780, ,3,3,3,0,0,60,75,81,0,0,35.1067134891817,126.869792559952
4016,광주광역시교육청,서부교육지원청,소향유치원,사립(사인),허유진,이문선,20000417,20000417,광주광역시 서구 풍암순환로 28,062-681-2486, ,2,2,2,0,0,32,43,40,0,0,35.1239701832189,126.875943137576
4017,광주광역시교육청,서부교육지원청,신화유치원,사립(사인),김혜숙,김혜숙,20110302,20110302,광주광역시 광산구 목련로273번길 71,062-955-2230, ,1,1,1,2,0,19,15,15,34,0,35.1769286982293,126.824412949204
4018,광주광역시교육청,서부교육지원청,방림유치원,공립(단설),김경례,김경례,20150101,20150303,광주광역시 남구 큰방림길 20,062-608-8500,http://banglim.gen.kg.kr,1,2,2,0,1,16,42,47,0,4,35.134042427615,126.920967366803
4019,광주광역시교육청,서부교육지원청,평동초등학교병설유치원,공립(병설),이재형,이재형,19810306,19810306,광주광역시 광산구 평동로 741,062-949-3521,http://pdong.es.kr/community/class12111/main.php,0,0,0,1,0,0,0,0,4,0,35.1269919387554,126.755047565907
4020,광주광역시교육청,서부교육지원청,계수초등학교병설유치원,공립(병설),조귀례,조귀례,20030304,20030304,광주광역시 서구 상무시민로 51,062-380-2173,http://www.gyesu.es.kr,0,0,0,1,0,0,0,0,15,0,35.1562387431652,126.844519439116
4021,광주광역시교육청,서부교육지원청,효광초등학교병설유치원,공립(병설),류옥렬,류옥렬,19950301,19950301,광주광역시 서구 광천2길 33,062-606-8172,http://hyogwang.gen.es.kr,0,0,0,1,0,0,0,0,12,0,35.16681809559,126.879424652094
4022,광주광역시교육청,서부교육지원청,큰별유치원,사립(사인),함용선,서정연,19870301,19870301,광주광역시 서구 염화로104번길 25,062-373-1113, ,3,2,2,0,0,38,44,41,0,0,35.1406126825136,126.877006536056
4023,광주광역시교육청,서부교육지원청,선창유치원,사립(사인),김경임,김경임,20111117,20120301,광주광역시 광산구 신가삼효로 35,062-954-5588,http://sunchang.kidwon.co.kr,2,2,2,2,0,20,50,56,44,0,35.1874144265638,126.835982554379
4024,광주광역시교육청,서부교육지원청,이화숲유치원,사립(사인),이근배,이근배,20110301,20110301,광주광역시 남구 제석로 14-6,062-367-0852,http://www.ewhasup.org,0,1,2,3,0,0,25,56,75,0,35.1158789948064,126.908130492787
4025,광주광역시교육청,서부교육지원청,화니유치원,사립(사인),양순봉,양순봉,19960226,19960305,광주광역시 남구 봉선로122번길 1,062-673-7555, ,2,2,2,0,0,40,50,54,0,0,35.1236470818004,126.908888304372
4026,광주광역시교육청,서부교육지원청,천사유치원,사립(사인),박윤경,박윤경,19940901,19940901,광주광역시 서구 내방로251번길 10-1,062-371-1007, ,1,1,1,0,0,13,14,22,0,0,35.1590709240421,126.86801433143
4027,광주광역시교육청,서부교육지원청,광주농성초등학교병설유치원,공립(병설),강정미,강정미,19950313,19950313,광주광역시 남구 금화로481번길 7,062-360-6570~3,http://nongsung.gen.es.kr/,1,1,2,0,0,12,14,30,0,0,35.1480972867684,126.890805551738
4028,광주광역시교육청,서부교육지원청,버클리유치원,사립(사인),문경진,문에스더,20110301,20110301,광주광역시 광산구 왕버들로 113-25,062-959-1112,http://www.berkeleykid.co.kr/,2,3,3,0,0,35,69,73,0,0,35.2033142343523,126.824060003467
4029,광주광역시교육청,서부교육지원청,화운유치원,공립(단설),박세라,박세라,20140228,20140304,광주광역시 서구 화운로194번길 6,062-376-8210,http://hwaun.gen.kg.kr,1,2,2,0,1,17,39,41,0,5,35.1560400258278,126.877020856818
4030,광주광역시교육청,서부교육지원청,임곡초등학교병설유치원,공립(병설),홍여화,홍여화,19810316,19810316,광주광역시 광산구 하림길 26,062-720-3362, ,0,0,0,1,0,0,0,0,6,0,35.2211120632111,126.746825700017
4031,광주광역시교육청,서부교육지원청,성균관유치원,사립(사인),박귀남,박귀남,20110301,20110301,광주광역시 서구 금화로73번길 22,062-381-9009, ,0,2,3,3,0,0,50,74,68,0,35.1342826774597,126.857419806343
4032,광주광역시교육청,서부교육지원청,빛고을유치원,공립(단설),김유경,김유경,20070301,20070301,광주광역시 서구 하남대로680번길 27,062-712-1200,http://bitgoeul.gen.kg.kr,1,2,2,0,1,18,42,49,0,4,35.1690889829872,126.867521746386
4033,광주광역시교육청,서부교육지원청,리더스유치원,사립(사인),정정순,정정순,20100218,20100218,광주광역시 광산구 왕버들로 113-24,062-962-2211,http://www.leaders.kg.kr/,0,0,4,9,0,0,0,96,199,0,35.2027064076527,126.824774779485
4034,광주광역시교육청,서부교육지원청,인애유치원,사립(법인),김동욱,송명난,19900326,19900326,광주광역시 남구 용대로 91,062-652-8992, ,1,2,2,0,0,38,68,48,0,0,35.1245094062801,126.917692747979
4035,광주광역시교육청,서부교육지원청,지예유치원,사립(사인),최정희,최정희,20111117,20120301,광주광역시 남구 백운로66번길 5,062-653-7988,http://cafe.naver.com/jiye6537988,2,2,2,0,0,30,49,42,0,0,35.1392544440894,126.906498897431
4036,광주광역시교육청,서부교육지원청,세운그림유치원,사립(사인),백희숙,백희숙,20020413,20020413,광주광역시 서구 풍금로38번길 4-20,062-655-0054, ,3,3,2,0,0,56,58,55,0,0,35.1232136679387,126.864574713613
4037,광주광역시교육청,서부교육지원청,운리초등학교병설유치원,공립(병설),양승희,양승희,20030317,20030317,광주광역시 서구 풍암운리로23번길 5,062-650-3839,http://unri.es.kr,0,0,0,1,0,0,0,0,13,0,35.1236849359407,126.865658950201
4038,광주광역시교육청,서부교육지원청,하남초등학교병설유치원,공립(병설),이석금,이석금,19810301,19810301,광주광역시 광산구 하남대로54번길 10,062-710-9490,http://k-hanam.es.kr/main/main.php,0,1,1,0,0,0,22,25,0,0,35.1795511146116,126.798426746297
4039,광주광역시교육청,서부교육지원청,삼성리나유치원,사립(사인),이현미,채아나,20080305,20080305,광주광역시 서구 화개중앙로 117,062-382-2367, ,3,3,2,1,0,57,62,45,22,0,35.128703936662,126.851542982573
4040,광주광역시교육청,서부교육지원청,리틀윌링스유치원,사립(사인),박윤옥,박영실,20140301,20140301,광주광역시 광산구 임방울대로 603,062-975-2002, ,4,2,0,0,0,64,44,0,0,0,35.2116919338062,126.82599442942
4041,광주광역시교육청,서부교육지원청,해빛나유치원,사립(사인),김현자,오숙자,19830216,20170201,광주광역시 서구 화운로 24,062-366-7388,http://sunlightkid.com,1,1,1,2,0,8,19,18,35,0,35.1426213215698,126.88637709245
4042,광주광역시교육청,서부교육지원청,윌링스플러스유치원,사립(사인),박윤옥,최연주,20140307,20140307,광주광역시 광산구 임방울대로 603,9752003, ,0,2,4,0,0,0,44,82,0,0,35.2116919338062,126.82599442942
4043,광주광역시교육청,서부교육지원청,신나는유치원,사립(사인),김미순,김선정,19971111,19971111,광주광역시 서구 치평로 73,062-381-5700,http://www.sinnaneun.or.kr/,3,3,2,0,0,60,72,49,0,0,35.1540076146732,126.847073814197
4044,광주광역시교육청,서부교육지원청,기쁨유치원,사립(사인),김정옥,김정옥,20060327,20060327,광주광역시 광산구 송도로226번길 16,062-944-1855, ,2,0,2,3,0,36,0,35,44,0,35.1333018347161,126.796457847208
4045,광주광역시교육청,서부교육지원청,화개초등학교병설유치원,공립(병설),김현자,김현자,20010313,20010313,광주광역시 서구 화개중앙로 48,062-670-5170, ,0,0,1,0,0,0,0,22,0,0,35.1251937245226,126.856988796959
4046,광주광역시교육청,서부교육지원청,고실초등학교병설유치원,공립(병설),양미영,양미영,20090301,20090301,광주광역시 광산구 풍영로 300,062-956-8952, ,0,1,1,0,0,0,22,25,0,0,35.1983518467549,126.816592184632
4047,광주광역시교육청,서부교육지원청,하남중앙초등학교병설유치원,공립(병설),박상석 ,박상석 ,20190901,20190901,광주광역시 광산구 산정로6번길 21-20,062-958-9157,http://hnja.gen.es.kr,0,0,0,1,0,0,0,0,12,0,35.168700508545,126.804981475086
4048,광주광역시교육청,서부교육지원청,광주극락초등학교병설유치원,공립(병설),백해경,백해경,19830315,19830315,광주광역시 서구 상무버들로54번길 5,062-370-2681,http://www.kukrak.es.kr,0,1,1,0,0,0,12,8,0,0,35.1656220635935,126.858182328066
4049,광주광역시교육청,서부교육지원청,성진초등학교병설유치원,공립(병설),고현아,고현아,20200901,20200901,광주광역시 서구 학생독립로 16,062-602-5581,http://seongjin.gen.es.kr,1,1,1,0,1,8,8,9,0,1,35.1437646267904,126.866259796084
4050,광주광역시교육청,서부교육지원청,에디슨유치원,사립(사인),윤영주 김성진,윤영주,19840305,19840305,광주광역시 남구 봉선로19번길 27,062-676-5252,https://blog.naver.com/sunny5995,0,0,0,2,0,0,0,0,44,0,35.1318922554715,126.905868965972
4051,광주광역시교육청,서부교육지원청,송정중앙초등학교병설유치원,공립(병설),윤성희,윤성희,19820305,19820310,광주광역시 광산구 어등대로653번길 90,062-949-6760,http://www.sjc.es.kr/myclass/?addr=class7_1,0,0,0,1,0,0,0,0,11,0,35.1478478065259,126.795011027558
4052,광주광역시교육청,서부교육지원청,광주제석초등학교병설유치원,공립(병설),오화숙,오화숙,20130301,20130301,광주광역시 남구 봉선로51번길 14,062-650-6799,http://www.jeseok.es.kr,0,1,1,0,0,0,11,20,0,0,35.1279326236498,126.906410683122
4053,광주광역시교육청,서부교육지원청,세한유치원,사립(사인),노인숙,노인숙,20120301,20120301,광주광역시 광산구 목련로 192-10,062-954-2020, ,1,2,2,1,0,18,38,50,22,0,35.1710649803823,126.819543227608
4054,광주광역시교육청,서부교육지원청,산새소리유치원,사립(사인),윤순임,윤순임,20151201,20160301,광주광역시 광산구 어등대로491번길 36,062-944-2323,http://cafe.daum.net/sansaekid,3,2,2,0,0,54,37,35,0,0,35.1548321239057,126.775995659466
4055,광주광역시교육청,서부교육지원청,썬아이유치원,사립(사인),김정희,김정희,20050301,20150701,광주광역시 광산구 송도로304번길 78,062-945-8114, ,2,2,2,0,0,34,27,28,0,0,35.1388852241294,126.804559925562
4056,광주광역시교육청,서부교육지원청,우정유치원,사립(사인),정성희,정성희,19990319,19990319,광주광역시 서구 염화로45번길 17,062-375-5050, ,1,2,2,1,0,18,41,46,22,0,35.1387124594465,126.86953468032
4057,광주광역시교육청,서부교육지원청,어룡초등학교병설유치원,공립(병설),오혜경,오혜경,20040301,20040301,광주광역시 광산구 소촌로 122,062-949-2670,http://www.eor.es.kr,0,1,1,0,0,0,9,11,0,0,35.1551258516602,126.793432011503
4058,광주광역시교육청,서부교육지원청,별아이유치원,사립(사인),최윤숙,김순자,20160301,20160302,광주광역시 광산구 소촌로86번길 20-12,062-946-0808,http://cafe.daum.net/cosmos0606,0,3,3,0,0,0,62,58,0,0,35.1516955141895,126.794789458596
4059,광주광역시교육청,서부교육지원청,광주화정초등학교병설유치원,공립(병설),장경희,장경희,20160301,20160301,광주광역시 서구 월드컵4강로146번길 10,062-380-2782,http://kjhwajeong.gen.es.kr/,0,0,0,1,0,0,0,0,13,0,35.1490552296265,126.871399380716
4060,광주광역시교육청,서부교육지원청,남광유치원,사립(사인),김미경,김미경,19871230,19871230,광주광역시 남구 광복마을2길 12,062-655-4700, ,1,1,1,1,0,19,28,20,19,0,35.1193601477843,126.897226962775
4061,광주광역시교육청,서부교육지원청,브라이튼유치원,사립(사인),최정자,심희순,20070228,20070228,광주광역시 남구 회재로 1140-13,062-655-0503, ,3,3,1,0,0,65,64,21,0,0,35.1294704682384,126.886984538299
4062,광주광역시교육청,서부교육지원청,예닮몬테소리유치원,사립(사인),나욱희,최순희,20030501,20030501,광주광역시 서구 풍암중앙로91번길 14,062-682-1703,https://yaedam1703.modoo.at,3,3,2,0,0,47,60,49,0,0,35.1277693997501,126.883634907437
4063,광주광역시교육청,서부교육지원청,유정유치원,사립(사인),허유정,김진숙,19910228,19910228,광주광역시 남구 서문대로678번길 14,062-675-1228, ,1,1,1,0,0,12,24,20,0,0,35.1193055882805,126.90043462645
4064,광주광역시교육청,서부교육지원청,예송유치원,사립(사인),유임현,유임현,20010302,20010302,광주광역시 광산구 첨단중앙로67번길 82,062-973-9739, ,1,1,2,2,0,16,20,39,37,0,35.2117653370489,126.838171973783
4065,광주광역시교육청,서부교육지원청,초원유치원,사립(사인),이옥남,이옥남,20010326,20010326,광주광역시 서구 동하길 3-69,062-373-5802, ,0,1,1,2,0,0,21,25,43,0,35.1224109734189,126.835616210305
4066,광주광역시교육청,서부교육지원청,정암초등학교병설유치원,공립(병설),임형한,임형한,19960301,19960301,광주광역시 광산구 첨단과기로 104,062-970-4197,http://www.jungam.es.kr,0,1,1,0,0,0,13,22,0,0,35.2229492035674,126.837571787039
4067,광주광역시교육청,서부교육지원청,썸머힐유치원,사립(사인),양지선,이정선,20130301,20130301,광주광역시 서구 월드컵4강로28번길 30-1,062-375-0100, ,2,1,1,1,0,35,22,24,25,0,35.1395096449234,126.8796590453
4068,광주광역시교육청,서부교육지원청,새별초등학교병설유치원,공립(병설),정영미,정영미,20140101,20140303,광주광역시 광산구 풍영로 125,062-713-6293,http://www.saebyeol.es.kr,0,1,2,0,1,0,19,47,0,5,35.1828612063164,126.812310793488
4069,광주광역시교육청,서부교육지원청,서광주유치원,사립(사인),김판임,서진희,19940124,19940302,광주광역시 서구 화운로314번길 7,062-369-6023, ,0,0,0,2,0,0,0,0,16,0,35.1670770029236,126.878110911125
